,name,address,borough,cuisine,phone,critical_flag,latitude,longitude,qualify_alcohol,seating_interest
1805276,lucky eastern,"1446 college point blvd, queens, ny",queens,chinese,7188880069,critical,40.784745732905,-73.84579652725,yes,both
1805294,yi feng yuan,"3714 main st, queens, ny",queens,chinese,9292007078,critical,40.761347833798,-73.831036288164,no,roadway
1805509,petit paulette,"136 dekalb avenue, brooklyn, ny",brooklyn,coffee/tea,7186942044,not critical,40.689716017003,-73.975955854498,no,roadway
1805720,baby bo's cantina,"627 2 avenue, manhattan, ny",manhattan,tex-mex,2127792656,critical,40.744979132961,-73.97574095227199,yes,sidewalk
1805882,gio's pizza & restaurant,"308 east  141 street, bronx, ny",bronx,pizza,7189931952,critical,40.812230697184,-73.92435290093701,no,both
1806102,narita japanese restaurant,"107-08 70 road, queens, ny",queens,japanese,7182632999,not critical,40.720981864901,-73.845612730765,yes,openstreets
1806291,gerizim burger factory,"13406 guy r brewer blvd, queens, ny",queens,american,3477920730,not critical,40.673095823665,-73.7754696274,no,sidewalk
1806430,hsbc bank,"452 5th ave fl 11th, manhattan, ny",manhattan,american,2125258981,not critical,40.752328075953,-73.982415476229,yes,roadway
1806644,big daddy's pizza,"68 lorraine street, brooklyn, ny",brooklyn,pizza,7187979100,not critical,40.674440900841,-74.007109201082,no,both
1806876,masseria dei vini,"889 9 avenue, manhattan, ny",manhattan,italian,2123152888,critical,40.768313971894,-73.985432953589,yes,both
1807033,joe's pizza,"703 east  233 street, bronx, ny",bronx,pizza,7182319150,not critical,40.893312011873,-73.857045740803,no,roadway
1807208,mike's pizza of brooklyn,"2026 bedford avenue, brooklyn, ny",brooklyn,pizza,7189416224,not critical,40.655329149358,-73.956340720843,no,roadway
1807481,china king,"10119 queens blvd, queens, ny",queens,chinese/cuban,7189978000,critical,40.726485102173,-73.851834389039,no,sidewalk
1807717,new andy's deli,"873 broadway, manhattan, ny",manhattan,sandwiches,2124771110,critical,40.737894293504,-73.990109052156,yes,sidewalk
1807933,cookie jar,"1226 forest avenue, staten island, ny",staten island,american,7184483500,not critical,40.626335750621,-74.130600143968,no,both
1808146,syen grill,"19930 hollis ave, queens, ny",queens,mediterranean,7187761301,not applicable,40.706165477176,-73.758174984812,no,both
1808370,phayul restaurant,"3765 74 street, queens, ny",queens,asian/asian fusion,7184241869,not critical,40.747172851788996,-73.89148388317899,no,both
1808619,d'aleo's pizzeria,"9010 jamaica avenue, queens, ny",queens,pizza,7188499300,critical,40.692865028625995,-73.854491339027,yes,both
1808831,estrellita poblana taqueria express,"5975 broadway, bronx, ny",bronx,mexican,3478998461,critical,40.88966688632,-73.89818015100501,yes,both
1809076,la penda ii restaurant,"485 east  180 street, bronx, ny",bronx,spanish,3479189069,critical,40.851350655359,-73.895321968814,yes,both
1809254,sushi bell,"3628 bell boulevard, queens, ny",queens,japanese,7182294653,not critical,40.767764132985,-73.77317448151301,no,both
1809459,m shanghai,"292 grand street, brooklyn, ny",brooklyn,chinese,7183849300,critical,40.713008303593,-73.957558088692,yes,sidewalk
1809460,ali's roti shop,"4220 white plains road, bronx, ny",bronx,caribbean,7186552178,not critical,40.893998172602004,-73.857029791332,no,both
1809624,lai lai gourmet,"5324 8 avenue, brooklyn, ny",brooklyn,chinese,7183129297,critical,40.639255658257,-74.005653363226,no,sidewalk
1809847,panda garden restaurant,"9708 3 avenue, brooklyn, ny",brooklyn,chinese,7186801126,critical,40.615623573403,-74.03427191549501,no,both
1810061,"dunkin',' baskin robbins","100-09 astoria boulevard, queens, ny",queens,donuts,7184784443,critical,40.761954761967004,-73.869111249642,yes,roadway
1810282,muse,"689 washington avenue, brooklyn, ny",brooklyn,thai,3474420443,not critical,40.676688785864,-73.96354788726799,no,both
1810303,"yiwanmen, chong qing noodle","150 mott street, manhattan, ny",manhattan,chinese,2129968998,critical,40.71927417197,-73.996374456507,no,sidewalk
1810415,mandato mexican restaurant,"7218 3 avenue, brooklyn, ny",brooklyn,mexican,7184924228,not critical,40.633321131791,-74.027039327008,yes,both
1810676,enjoy kitchen & bar,"582 west  207 street, manhattan, ny",manhattan,spanish,6463989321,not critical,40.866930877166,-73.920736351987,yes,both
1810846,the lutheran halal cafe,"5121 2 avenue, brooklyn, ny",brooklyn,sandwiches,7185678244,critical,40.648356129019,-74.017672332397,no,sidewalk
1811069,shm bagel coffee shop,"895 grand street, brooklyn, ny",brooklyn,american,9173451574,not critical,40.712574020672996,-73.938115867724,no,sidewalk
1811294,dragon concourse,"74 east  167 street, bronx, ny",bronx,chinese,7186813388,critical,40.835261599047996,-73.91996111792,yes,sidewalk
1811519,metropolitan,"559 lorimer street, brooklyn, ny",brooklyn,american,7185994444,critical,40.713660956573,-73.949315216081,no,both
1811527,arepalicious,"13720 crossbay blvd, queens, ny",queens,bakery products/desserts,7184806049,critical,40.671360998626,-73.843006327716,no,sidewalk
1811528,the beatrice inn,"285 west   12 street, manhattan, ny",manhattan,american,9177499537,critical,40.737546060885,-74.00412090593001,yes,sidewalk
1811565,freemans (freemans alley),"191 chrystie street, manhattan, ny",manhattan,american,2124200012,critical,40.721790899881,-73.991969387301,yes,both
1811667,madison cafe,"126 east burnside avenue, bronx, ny",bronx,american,7189933636,critical,40.852854847871,-73.904884303673,yes,both
1811883,sweet life pastry,"3887 broadway, manhattan, ny",manhattan,bakery products/desserts,2123040265,critical,40.837443388988,-73.942411888754,yes,both
1812120,salem's hour,"1110 nostrand avenue, brooklyn, ny",brooklyn,american,3474251036,not critical,40.660621512756,-73.95063520576801,yes,sidewalk
1812358,the bell house,"149 7 street, brooklyn, ny",brooklyn,american,7186436510,critical,40.673524070257,-73.99176613022101,yes,both
1812359,new yummy 88,"130 wilson avenue, brooklyn, ny",brooklyn,chinese,7188776060,not critical,40.700750496119,-73.925835930486,yes,both
1812590,c.m. coffee shop,"340 stanhope street, brooklyn, ny",brooklyn,american,7183810262,critical,40.703711859408,-73.917443527391,no,both
1812842,box kite coffee,"128 west   72 street, manhattan, ny",manhattan,coffee/tea,2125748202,not critical,40.777917057655,-73.980029244558,yes,both
1813068,the harbor light pub,"12918 newport ave, queens, ny",queens,american,7184742202,critical,40.577739257325,-73.849303762943,yes,both
1813315,shogun,"11116 queens blvd, queens, ny",queens,japanese,7182634110,critical,40.718379083332,-73.837141244419,yes,sidewalk
1813317,bella napoli,"4235 katonah avenue, bronx, ny",bronx,pizza,7186527000,critical,40.896721971034005,-73.86704349378701,yes,both
1813521,sunset coffee shop and restaurant,"5416 2 avenue, brooklyn, ny",brooklyn,coffee/tea,7184397800,critical,40.646703488817,-74.019416019475,no,sidewalk
1813691,wanyoo cyber cafe,"13528 40th rd, queens, ny",queens,coffee/tea,9294029178,critical,40.758848738695995,-73.830114968264,yes,sidewalk
1813906,happy karaoke,"16030 northern boulevard, queens, ny",queens,korean,7188866886,critical,40.762767108374,-73.805203992346,yes,sidewalk
1813926,empanadas on the hill,"343 east gun hill road, bronx, ny",bronx,latin american,3475297772,not critical,40.878797371887,-73.872952183384,no,sidewalk
1814063,the new santiago restaurant,"3412 fulton street, brooklyn, ny",brooklyn,spanish,7188275858,critical,40.684319718483,-73.869787036268,yes,both
1814064,ohana japanese hibachi seafood & steak,"500 city island avenue, bronx, ny",bronx,japanese,7188850700,not critical,40.852165588119,-73.789166393326,yes,sidewalk
1814281,mcdonald's,"1 west mount eden avenue, bronx, ny",bronx,hamburgers,7189014930,critical,40.844411665358,-73.914904475475,no,sidewalk
1814420,eons greek food for life,"633 2 avenue, manhattan, ny",manhattan,greek,2126961234,not critical,40.745135560682,-73.975629018824,no,sidewalk
1814536,harvest chinese &thai cuisine,"1502 1 avenue, manhattan, ny",manhattan,chinese/japanese,2129882268,not critical,40.77193108449001,-73.95297132568001,no,roadway
1814766,kaylee's creamery,"115 east   27 street, manhattan, ny",manhattan,frozen desserts,6469325204,not critical,40.74236478312,-73.983713661255,no,roadway
1814767,randall manor tavern,"735 castleton avenue, staten island, ny",staten island,american,3478552724,not critical,40.634706843387,-74.10729849076701,yes,both
1815011,bension kohen,"564 east new york avenue, brooklyn, ny",brooklyn,jewish/kosher,9178223897,not critical,40.661957983970005,-73.94414269758799,no,roadway
1815222,sabana lounge,"1460 westchester avenue, bronx, ny",bronx,spanish,7186207100,critical,40.828353140655,-73.881840388066,yes,both
1815366,800° woodfired kitchen,"1 east   33 street, manhattan, ny",manhattan,mediterranean,9173042353,not critical,40.747673301891,-73.984798682476,no,roadway
1815577,battle hill tavern,"686 6 avenue, brooklyn, ny",brooklyn,pizza,3479873055,not critical,40.660102061056,-73.99113704192,yes,both
1815583,"casa mono, bar jamon (next door)","52 irving place, manhattan, ny",manhattan,tapas,2122532773,critical,40.735956215416,-73.98731642956,yes,both
1815713,coffee break,"419 bedford avenue, brooklyn, ny",brooklyn,jewish/kosher,7182540044,critical,40.709060816889,-73.964107228667,no,roadway
1815958,uthai,"6355 wetherole st, queens, ny",queens,thai,7188971575,not critical,40.728199368442,-73.864155476392,no,sidewalk
1816096,texas chicken & burgers,"521 ocean avenue, brooklyn, ny",brooklyn,chicken,7188262493,not critical,40.649860468666,-73.960957098708,yes,sidewalk
1816304,papa john's,"529 stanley avenue, brooklyn, ny",brooklyn,pizza,7182727272,critical,40.6572460267,-73.888801477391,yes,roadway
1816505,pyza restaurant,"118 nassau avenue, brooklyn, ny",brooklyn,polish,7183498829,not critical,40.724390058172,-73.948870482768,yes,sidewalk
1816714,pick n pay,"267 utica avenue, brooklyn, ny",brooklyn,,3475874098,not applicable,40.669394694050006,-73.931051026487,no,sidewalk
1816916,havana ny restaurant & bar,"58 west   38 street, manhattan, ny",manhattan,latin american,2129440990,not critical,40.751702574736,-73.984527064302,yes,openstreets
1817168,petaluma,"1356 1 avenue, manhattan, ny",manhattan,italian,2127728800,not critical,40.76818009078,-73.95570688015,yes,both
1817321,one way deli,"26 court street, brooklyn, ny",brooklyn,sandwiches,7187971393,not critical,40.693236957335,-73.99066022234,yes,both
1817550,papa john's pizza,"1520 westchester avenue, bronx, ny",bronx,pizza,7185897272,critical,40.8285726107,-73.87909738216999,no,roadway
1817799,nordstrom wolf,"225 west   57 street, manhattan, ny",manhattan,american,2122952184,critical,40.766065420049,-73.981317989964,yes,roadway
1818012,punta cana coffee shop,"490 dekalb avenue, brooklyn, ny",brooklyn,latin american,7187893300,critical,40.690712313306996,-73.956991776706,no,both
1818219,bryan's bakery,"97 west fordham road, bronx, ny",bronx,bakery products/desserts,7182203386,not critical,40.862749494438,-73.904747176472,no,sidewalk
1818369,taste of china,"7824 20 avenue, brooklyn, ny",brooklyn,chinese,7182563838,not critical,40.608939489668,-73.993751361479,no,sidewalk
1818382,martiniello's pizzeria,"6298 forest ave, queens, ny",queens,pizza,7184181112,not critical,40.710910142714,-73.9051778102,no,sidewalk
1818586,chiquita's restaurant,"6059 myrtle avenue, queens, ny",queens,spanish,7183860500,critical,40.700664296061,-73.896122098381,yes,sidewalk
1818765,adyar ananda bhavan,"1071 1 avenue, manhattan, ny",manhattan,indian,2127506666,critical,40.75924000832,-73.962249977229,yes,sidewalk
1818918,popeyes,"1602 bruckner boulevard, bronx, ny",bronx,chicken,7186305535,critical,40.823898882568,-73.874509911893,no,sidewalk
1819127,frost restaurant,"193 frost street, brooklyn, ny",brooklyn,italian,7183893347,critical,40.718203594249,-73.943536223219,yes,sidewalk
1819128,"dunkin',' baskin robbins","46 east  167 street, bronx, ny",bronx,donuts,7189929677,not critical,40.835569637885,-73.920867819158,no,sidewalk
1819387,loveras lounge,"2943 fulton street, brooklyn, ny",brooklyn,american,3479307274,critical,40.679487052708,-73.886085475097,yes,both
1819619,kura,"130 st marks place, manhattan, ny",manhattan,japanese,2122281010,not critical,40.727200054587996,-73.984395673791,yes,openstreets
1819638,sweetleaf,"159 freeman street, brooklyn, ny",brooklyn,coffee/tea,9173095585,not critical,40.734381101235,-73.955696959149,no,sidewalk
1819639,the vig bar,"12 spring street, manhattan, ny",manhattan,american,2126250011,not critical,40.721242099576,-73.994581365428,yes,both
1819793,rosalia's cafe,"615 nostrand avenue, brooklyn, ny",brooklyn,coffee/tea,7187584640,critical,40.675953529714,-73.94991720316399,yes,sidewalk
1819995,roebling sporting club,"225 north    8 street, brooklyn, ny",brooklyn,american,7183883088,not critical,40.716959728167,-73.954828383012,yes,both
1819999,pizza nosh,"2807 nostrand avenue, brooklyn, ny",brooklyn,pizza,7182533200,not critical,40.61564281443,-73.944736292883,no,sidewalk
1820000,q.s. palace,"2307 65 street, brooklyn, ny",brooklyn,eastern european,7189424137,critical,40.612349496021,-73.978962438327,yes,roadway
1820216,juban,"207 10 avenue, manhattan, ny",manhattan,japanese,2127489782,not critical,40.747235058639,-74.004504064317,yes,both
1820343,tacos al suadero,"3757 90th st, queens, ny",queens,tex-mex,7185077100,not critical,40.749361905268,-73.876646718684,yes,both
1820344,ana's bakery & cafe,"2125-27 williamsbridge rd, bronx, ny",bronx,bakery products/desserts,3478514636,critical,40.855907781955,-73.85559732212201,no,both
1820345,dae bach sik dang,"146-06 34 avenue, queens, ny",queens,,7183580002,not applicable,40.767241895919,-73.820873225947,yes,both
1820484,two boots,"558 driggs avenue, brooklyn, ny",brooklyn,pizza,7183872668,critical,40.716878073192,-73.956610482427,no,sidewalk
1820606,carvel,"5803 5 avenue, brooklyn, ny",brooklyn,frozen desserts,3472070570,not critical,40.640522896285,-74.015065113045,no,sidewalk
1820828,gfc cafe 2,"413 east   69 street, manhattan, ny",manhattan,coffee/tea,2127466100,not critical,40.765644379899996,-73.956874611988,no,both
1821069,dunkin,"418 coney island avenue, brooklyn, ny",brooklyn,donuts,8452643145,not critical,40.647774740538004,-73.971268296235,yes,sidewalk
1821097,vanessa dumplings,"118a eldridge street, manhattan, ny",manhattan,chinese,2126258008,critical,40.718272102307,-73.99189044898401,no,roadway
1821098,saba's pizza,"403 amsterdam avenue, manhattan, ny",manhattan,pizza,2127871118,critical,40.783345840254,-73.97816433871701,no,sidewalk
1821264,bronx alehouse,"216 west  238 street, bronx, ny",bronx,american,7186010204,critical,40.884752278118,-73.899533053392,yes,roadway
1821265,the one,"13772 northern blvd, queens, ny",queens,american,7188863555,not critical,40.763806301306,-73.828618591282,no,roadway
1821269,third rail coffee,"159 2 avenue, manhattan, ny",manhattan,coffee/tea,2126197808,critical,40.729593809786,-73.986953230475,yes,both
1821505,lee's jamaican & american buffet,"1928 fulton street, brooklyn, ny",brooklyn,caribbean,3477852339,not critical,40.678872062156,-73.921948590069,yes,sidewalk
1821730,nu look deli,"49-16 vernon boulevard, queens, ny",queens,american,7187863192,not critical,40.743229528188,-73.953940780369,yes,both
1821941,roti mediterranean grill,"142 east   43 street, manhattan, ny",manhattan,mediterranean,2126820126,critical,40.751895788706996,-73.975074316318,yes,roadway
1822148,hungry ghost,"721 metropolitan avenue, brooklyn, ny",brooklyn,coffee/tea,9179091918,critical,40.714471442547,-73.94504722575,no,both
1822213,sweetories,"7128 roosevelt ave, queens, ny",queens,coffee/tea,3479877351,critical,40.746546813276,-73.894173605278,yes,sidewalk
