,name,address,zipcode,borough,cuisine,phone,critical_flag,latitude,longitude,id
6595,towers cafe,"100 north portland avenue, brooklyn, ny",11205.0,brooklyn,american,7182604899,critical,40.695260516202005,-73.97623152480699,6457
6596,trattoria il gusto,"625 columbus avenue, manhattan, ny",10024.0,manhattan,italian,2125797970,not critical,40.789278182078,-73.970119989504,6458
6597,sisters,"900 fulton street, brooklyn, ny",11238.0,brooklyn,american,3477632537,not critical,40.683103826457,-73.965156044334,6459
6598,jade garden,"4028 broadway, manhattan, ny",10032.0,manhattan,chinese,2127950556,critical,40.841964964473,-73.939017853253,6460
6599,the cock & bull,"23 west   45 street, manhattan, ny",10036.0,manhattan,english,2128191900,critical,40.755824585385,-73.980469032828,6461
6600,crepe factory,"7306 3 avenue, brooklyn, ny",11209.0,brooklyn,american,3474216990,critical,40.632700750261996,-74.02729487406,6462
6601,estrella bar & restaurant,"1470 jerome avenue, bronx, ny",10452.0,bronx,latin american,7182937246,critical,40.841607852784,-73.916689860205,6463
6602,between the bread,"609 west   27 street, manhattan, ny",10001.0,manhattan,salads,2127651687,critical,40.751607411612,-74.005662934729,6464
6603,el dorado sports lounge,"108-15 liberty avenue, queens, ny",11419.0,queens,caribbean,3479521038,not critical,40.683994861546005,-73.83303944585,6465
6604,salim kennedy fried chicken,"16614 hillside ave, queens, ny",11432.0,queens,bangladeshi,7183744616,not critical,40.70957151592,-73.796194689674,6466
6605,hilton garden inn,"790 8 avenue, manhattan, ny",10019.0,manhattan,american,6465318679,not critical,40.76112014419,-73.98693981173899,6467
6606,nipponcha restaurant,"3934 bell blvd, queens, ny",11361.0,queens,japanese,7182290805,critical,40.764895638684,-73.771682528846,6468
6607,city cafe,"35 west   43 street, manhattan, ny",10036.0,manhattan,sandwiches,2127640444,critical,40.754688450892,-73.981656870146,6469
6608,som bo,"143 8th ave, manhattan, ny",10011.0,manhattan,asian/asian fusion,9173856399,critical,40.741751107194,-74.00107540085101,6470
6609,bluestone lane,"11 times sq, manhattan, ny",10036.0,manhattan,coffee/tea,3476269764,not critical,40.756890780426005,-73.990023200823,6471
6610,coco fresh tea & juice,"12 john street, manhattan, ny",10038.0,manhattan,"juice, smoothies, fruit salads",9177700044,critical,40.709996550054,-74.009100465865,6472
6611,serafina,"7 9 avenue, manhattan, ny",10014.0,manhattan,italian,6469644494,critical,40.739596297046,-74.006358371758,6473
6612,hanco's,"134 smith street, brooklyn, ny",11201.0,brooklyn,southeast asian,7188586818,critical,40.687118819739,-73.990210362641,6474
6613,berbice bar and restaurant,"17306 jamaica ave, queens, ny",11432.0,queens,caribbean,7182976100,critical,40.707885085982,-73.786518952652,6475
6615,aji sushi house,"3606 ditmars blvd, queens, ny",11105.0,queens,japanese,7187778885,not applicable,40.774247920703004,-73.908062325287,6476
6616,#1 natural juice bar,"685 seneca avenue, queens, ny",11385.0,queens,"juice, smoothies, fruit salads",3479565161,critical,40.70305423706,-73.90809596864,6477
6617,quick pizza,"1340 beach channel dr, queens, ny",11691.0,queens,pizza,3479264808,critical,40.606225896572,-73.754749722211,6478
6618,vanity gentlemen's lounge,"7714 queens blvd, queens, ny",11373.0,queens,american,9292084585,critical,40.738364953606,-73.885879776664,6479
6619,new jin ma bakery,"8622 broadway, queens, ny",11373.0,queens,bakery products/desserts,6467155281,critical,40.738040379566,-73.877234298614,6480
6620,hogshead tavern,"126 hamilton place, manhattan, ny",10031.0,manhattan,american,2122341154,critical,40.823945199663,-73.949162239364,6481
6621,hogshead tavern,"126 hamilton place, manhattan, ny",10031.0,manhattan,american,2122341154,critical,40.823945199663,-73.949162239364,6482
6622,radhuni sweets & restaurant,"483 mcdonald avenue, brooklyn, ny",11218.0,brooklyn,bangladeshi,7189720072,critical,40.642245743819,-73.97932411873,6483
6623,littleneck,"288 3 avenue, brooklyn, ny",11215.0,brooklyn,seafood,7185221921,not critical,40.677267407586996,-73.986181172827,6484
6624,piazza pizza,"3106 42 street, queens, ny",11103.0,queens,pizza,7187778118,not critical,40.760112916863,-73.915871704521,6485
6625,columbus citizens foundation,"8 east   69 street, manhattan, ny",10021.0,manhattan,italian,2122499923,critical,40.770245442792,-73.96783603539001,6486
6626,keats restaurant,"842 2 avenue, manhattan, ny",10017.0,manhattan,american,2126825490,not critical,40.751598370567,-73.970894901051,6487
6627,hunan cafe,"13740 northern blvd, queens, ny",11354.0,queens,chinese,3476532204,critical,40.763530672002,-73.829687839345,6488
6628,ital kitchen,"1032 union street, brooklyn, ny",11225.0,brooklyn,vegetarian,3474059727,critical,40.669627177995,-73.95761103340901,6489
6629,barcklays pizza & pasta,"916 fulton street, brooklyn, ny",11238.0,brooklyn,pizza,7186387135,not critical,40.682930651701,-73.964330468212,6490
6630,67 orange street,"2082 frederick douglas boulevard, manhattan, ny",10026.0,manhattan,american,2126622030,not critical,40.80224842443,-73.956933882254,6491
6631,sushi fussion,"10543 64th rd, queens, ny",11375.0,queens,jewish/kosher,7189978744,not critical,40.731723941146,-73.851119098847,6492
6632,the counter,"7 times square, manhattan, ny",10036.0,manhattan,american,2129976801,not critical,40.755907817312,-73.986680953809,6493
6633,cj's cafe,"17715 union turnpike, queens, ny",11366.0,queens,american,7184806370,critical,40.726098787396005,-73.790641922777,6494
6634,safari jerk house,"19623 jamaica ave, queens, ny",11423.0,queens,caribbean,7184648800,critical,40.713364503206,-73.763180807436,6495
6635,sally roots,"195 wyckoff avenue, brooklyn, ny",11237.0,brooklyn,caribbean,3474250888,critical,40.702613267264,-73.916499963245,6496
6636,"q.b.comm.college-main kitchen, tiger bites section","22205 56 avenue, queens, ny",11364.0,queens,american,7182815207,not critical,40.753923709798,-73.756466943791,6497
6637,kung fu japanese & chinese restaurant,"1950 bath avenue, brooklyn, ny",11214.0,brooklyn,chinese/japanese,7182654588,critical,40.601786726129,-74.002207494797,6498
6638,el porton bar & restaurant,"3151 broadway, manhattan, ny",10027.0,manhattan,mexican,2126657338,critical,40.814315191016995,-73.95929957314901,6499
6639,melba's,"300 west  114 street, manhattan, ny",10026.0,manhattan,american,2128647777,critical,40.803195215185,-73.956543163533,6500
6640,fort washington bakery and deli,"808 west  181 street, manhattan, ny",10033.0,manhattan,sandwiches,2127951891,not critical,40.851011439320004,-73.938695050232,6501
6641,a slice of new york,"727 8 avenue, manhattan, ny",10036.0,manhattan,pizza,9298882744,not critical,40.75956948172,-73.988098829642,6502
6642,eastern restaurant,"1877 rockaway parkway, brooklyn, ny",11236.0,brooklyn,chinese,7182090649,not critical,40.636444225138,-73.892630247652,6503
6643,eastern restaurant,"1877 rockaway parkway, brooklyn, ny",11236.0,brooklyn,chinese,7182090649,not critical,40.636444225138,-73.892630247652,6504
6644,eastern restaurant,"1877 rockaway parkway, brooklyn, ny",11236.0,brooklyn,chinese,7182090649,not critical,40.636444225138,-73.892630247652,6505
6645,seashore restaurant,"591 city island avenue, bronx, ny",10464.0,bronx,seafood,7188850300,not critical,40.854116926666,-73.790573593575,6506
6646,seashore restaurant,"591 city island avenue, bronx, ny",10464.0,bronx,seafood,7188850300,not critical,40.854116926666,-73.790573593575,6507
6647,fish & shrimp restaurant spot,"2089 amsterdam avenue, manhattan, ny",10032.0,manhattan,latin american,2127955562,critical,40.836835101015,-73.939112921162,6508
6648,the keg room,"53 west   36 street, manhattan, ny",10018.0,manhattan,irish,2126431400,critical,40.750640516676995,-73.985797754261,6509
6649,tina restaurant,"2350 washington avenue, bronx, ny",10458.0,bronx,american,3475907591,not critical,40.856518679716004,-73.892020555468,6510
6650,rinconcito familiar mexican cuisine,"4118 5 avenue, brooklyn, ny",11232.0,brooklyn,mexican,3479873681,not critical,40.649985026635,-74.0052470527,6511
6651,new polodos lounge,"138-11 jamaica avenue, queens, ny",11435.0,queens,latin american,3478638320,not critical,40.70250779903,-73.814783165913,6512
6652,susano's pizzeria & restaurant,"679 seneca avenue, queens, ny",11385.0,queens,pizza,7183811717,not critical,40.703131194602,-73.90822570085399,6513
6653,susano's pizzeria & restaurant,"679 seneca avenue, queens, ny",11385.0,queens,pizza,7183811717,not critical,40.703131194602,-73.90822570085399,6514
6654,el rincon de la vieja bakery and restaurant,"41-86 bowne street, queens, ny",11355.0,queens,latin american,9175631966,critical,40.757497799116,-73.822520237503,6515
6655,mi pequeno ranchito,"4614 new utrecht avenue, brooklyn, ny",11219.0,brooklyn,mexican,7186334536,critical,40.638937269372,-73.99446556767201,6516
6656,avli little greek kafe,"3829 bell blvd, queens, ny",11361.0,queens,coffee/tea,7182249595,critical,40.766118299341,-73.772306472606,6517
6657,avli little greek kafe,"3829 bell blvd, queens, ny",11361.0,queens,coffee/tea,7182249595,critical,40.766118299341,-73.772306472606,6518
6658,punjabi diner,"11601a 101st ave, queens, ny",11419.0,queens,indian,7188463900,critical,40.689274444157,-73.828392614794,6519
6659,blank cafe,"25 broadway, brooklyn, ny",11249.0,brooklyn,coffee/tea,3478896975,critical,40.710755470624,-73.967922564566,6520
6660,blank cafe,"25 broadway, brooklyn, ny",11249.0,brooklyn,coffee/tea,3478896975,critical,40.710755470624,-73.967922564566,6521
6661,hibino,"333 henry street, brooklyn, ny",11201.0,brooklyn,japanese,7182608052,critical,40.69024822523,-73.996462583167,6522
6662,lucky's famous,"370 west   52 street, manhattan, ny",10019.0,manhattan,hamburgers,2122476717,not critical,40.764427621827004,-73.987336256398,6523
6663,the dolar shop,"13353 37th ave, queens, ny",11354.0,queens,chinese,7185687777,critical,40.760903124243,-73.832871186863,6524
6664,manhattan valley,"2636 broadway, manhattan, ny",10025.0,manhattan,indian,2122229222,not critical,40.797111661261,-73.96997560198301,6525
6665,mcdonald's,"1982 westchester avenue, bronx, ny",10462.0,bronx,hamburgers,3478024395,not critical,40.833489299696005,-73.858237209479,6526
6666,hong kong boy restaurant,"6201 8 avenue, brooklyn, ny",11220.0,brooklyn,chinese,7186301289,critical,40.634259782887995,-74.010823089159,6527
6667,forty carrots,"504 broadway, manhattan, ny",10012.0,manhattan,coffee/tea,2127295155,critical,40.722309940430996,-73.999397518956,6528
6668,the penrose,"1590 2 avenue, manhattan, ny",10028.0,manhattan,irish,2122031741,critical,40.775598247569,-73.953387551908,6529
6669,applebee's,"430 new dorp lane, staten island, ny",10306.0,staten island,american,7189807800,not critical,40.570109266304996,-74.109123617518,6530
6670,applebee's,"430 new dorp lane, staten island, ny",10306.0,staten island,american,7189807800,not critical,40.570109266304996,-74.109123617518,6531
6671,uptown juice bar,"2524 7 avenue, manhattan, ny",10039.0,manhattan,"juice, smoothies, fruit salads",6465967569,critical,40.822498971869,-73.938454048015,6532
6672,sushi zo,"127 east   39 street, manhattan, ny",10016.0,manhattan,japanese,9172658054,critical,40.749637382985,-73.977659320761,6533
6673,umai ramen,"6320 18 avenue, brooklyn, ny",11204.0,brooklyn,japanese,9179309369,not critical,40.619959476965,-73.98934853807499,6534
6674,umai ramen,"6320 18 avenue, brooklyn, ny",11204.0,brooklyn,japanese,9179309369,not critical,40.619959476965,-73.98934853807499,6535
6675,brownie's cafe at columbia,"1172 amsterdam avenue, manhattan, ny",10027.0,manhattan,sandwiches/salads/mixed buffet,2128656590,not critical,40.807906549933,-73.960267998898,6536
6676,bar primi,"325 bowery, manhattan, ny",10003.0,manhattan,italian,6464427860,not critical,40.725748856559996,-73.992012202805,6537
6677,citizens of gramercy,"362 2 avenue, manhattan, ny",10010.0,manhattan,coffee/tea,6464768416,critical,40.736682830027,-73.981766491244,6538
6678,brooklyn lifestyle athletic club,"1500 paerdegat avenue north, brooklyn, ny",11236.0,brooklyn,american,7182091010,not critical,40.627296785053,-73.902894183123,6539
6679,wing it,"439 marcus garvey boulevard, brooklyn, ny",11221.0,brooklyn,,3477840949,not applicable,40.682027296025,-73.93784146361,6540
6680,luke's bar & grill,"1394 third avenue, manhattan, ny",10075.0,manhattan,american,2122497070,critical,40.774501809212,-73.957143252533,6541
6681,bellini,"33 peck slip, manhattan, ny",10038.0,manhattan,italian,2127666600,not critical,40.707864213514,-74.001623098743,6542
6682,uncle louie g,"270 watchogue road, staten island, ny",10314.0,staten island,,7187052324,not applicable,40.616099485703,-74.138421403811,6543
6683,thai villa,"5 east   19 street, manhattan, ny",10003.0,manhattan,thai,2128029999,not critical,40.738887964178,-73.990910007071,6544
6684,parson's diner,"2527 parsons boulevard, queens, ny",11354.0,queens,american,7183532223,not critical,40.775926340086,-73.824438705866,6545
6685,tropical restaurant,"8818 jamaica avenue, queens, ny",11421.0,queens,mediterranean,7188468816,critical,40.692677678639,-73.856107267191,6546
6686,meet rice,"717 60 street, brooklyn, ny",11220.0,brooklyn,chinese,7187917837,critical,40.636472043894,-74.011172941552,6547
6687,sabi sushi,"1 new york plaza, manhattan, ny",10004.0,manhattan,japanese,6468632374,not critical,40.702533192425,-74.012561775828,6548
6688,luckybird bakery,"163 montrose avenue, brooklyn, ny",11206.0,brooklyn,bakery products/desserts,9174129455,critical,40.707394228662,-73.94260402366601,6549
6689,cafe originale,"16028 northern boulevard, queens, ny",11358.0,queens,korean,9175631371,critical,40.762769871506,-73.805214813873,6550
6690,chop't,"345 amsterdam avenue, manhattan, ny",10024.0,manhattan,salads,2125244619,not critical,40.781460447902,-73.979537096907,6551
6691,pizza port,"13515 lefferts boulevard, queens, ny",11420.0,queens,pizza,7188437533,not critical,40.670260942912996,-73.820950841132,6552
6692,juice generation,"28 east   18 street, manhattan, ny",10003.0,manhattan,"juice, smoothies, fruit salads",6468824299,critical,40.737688418945,-73.98991061496,6553
6693,suede,"5610 clarendon road, brooklyn, ny",11203.0,brooklyn,caribbean,3474747328,critical,40.64480223033,-73.923602950383,6554
6694,b and b restaurant,"165 west   26 street, manhattan, ny",10001.0,manhattan,african,6464298174,critical,40.745538680041,-73.993153852872,6555
6695,maribella paradise restaurant,"1460 macombs road, bronx, ny",10452.0,bronx,latin american,7185908243,not critical,40.841512539639,-73.917734472803,6556
6697,district social,"252 west   37 street, manhattan, ny",10018.0,manhattan,american,2129949599,not critical,40.753506550828,-73.990727536203,6557
6698,above ballroom,"1100 south avenue, staten island, ny",10314.0,staten island,american,7184772100,critical,40.612466807787,-74.17543589789699,6558
6699,aldo's pizza,"13701 crossbay blvd, queens, ny",11417.0,queens,pizza,7187380021,not critical,40.672036405116,-73.843145324692,6559
6700,think sweet cafe,"546 kings highway, brooklyn, ny",11223.0,brooklyn,jewish/kosher,7186453473,not critical,40.604505473734,-73.969353101067,6560
6701,tartina,"1034 amsterdam avenue, manhattan, ny",10025.0,manhattan,italian,6465900577,not critical,40.803565414838,-73.963442017109,6561
6702,dunkin,"3804 boston road, bronx, ny",10475.0,bronx,donuts,7182318014,not critical,40.881356075528004,-73.83845462912,6562
6703,george's diner-cafe,"2369 westchester avenue, bronx, ny",10462.0,bronx,american,7188281170,critical,40.836647621084,-73.846861124044,6563
6704,ivan ramen slurp shop,"600 11 avenue, manhattan, ny",10036.0,manhattan,asian/asian fusion,2125827942,not critical,40.762452058929995,-73.997122946666,6564
6705,amuni,"7217 3 avenue, brooklyn, ny",11209.0,brooklyn,hamburgers,7188335833,not critical,40.633326627306,-74.027014109348,6565
6706,pattie hut & grill,"543 nostrand avenue, brooklyn, ny",11216.0,brooklyn,caribbean,7189388196,not critical,40.678895808772005,-73.949640981165,6566
6707,las banderas,"1641 mcdonald avenue, brooklyn, ny",11230.0,brooklyn,mexican,7183762364,critical,40.612891889829,-73.97376136147,6567
